"session","timestamp","shape","command"
"oicm-grafana-dashboards-base","2026-05-21T08:07:09.794Z","chained","ls -la /Users/kabrosimov/.claude/projects/-Users-kabrosimov-Work-oicm-grafana-dashboards-base/memory/ 2>/dev/null && echo ""---"" && cat /Users/kabrosimov/.claude/projects/-Users-kabrosimov-Work-oicm-grafana-dashboards-base/memory/MEMORY.md 2>/dev/null"
"oicm-grafana-dashboards-base","2026-05-21T08:07:12.002Z","piped","ls /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/dashboards/ /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/factory/ /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/registry/ 2>&1 | head -100"
"oicm-grafana-dashboards-base","2026-05-21T08:07:14.096Z","chained","ls /Users/kabrosimov/Work/mlops-be/base/ 2>&1 | head -50 && echo ""---OBSLIB---"" && ls /Users/kabrosimov/Work/oi-observability-lib/ 2>&1 | head -50 && echo ""---PLATFORM---"" && ls /Users/kabrosimov/Work/oi-platform-installer/base/ 2>&1 | head -50"
"oicm-grafana-dashboards-base","2026-05-21T08:07:15.181Z","chained","ls -la ~/tmp/current_prom_metrics 2>&1 && wc -l ~/tmp/current_prom_metrics 2>&1"
"oicm-grafana-dashboards-base","2026-05-21T08:07:15.858Z","redirected","ls /Users/kabrosimov/Work/oicm-grafana-dashboards/base/docs/loki_logs_dashboards_proposal/ 2>&1"
"oicm-grafana-dashboards-base","2026-06-19T07:34:42.392Z","piped","ls /Users/kabrosimov/Work/oi-platform-installer/base/templates/apps/oicm/values/ 2>&1 | head -30"
"oicm-grafana-dashboards-base","2026-06-19T07:34:44.458Z","piped","grep -rn ""mlops-flask-be\|mlops-be\|mlops-consumer\|service_name\|ServiceMonitor\|PodMonitor\|scrape_config\|metricRelabelings\|relabelings"" /Users/kabrosimov/Work/oi-platform-installer/base/templates/apps/oicm/ 2>&1 | head -80"
"oicm-grafana-dashboards-base","2026-06-19T07:34:45.780Z","piped","ls /Users/kabrosimov/Work/oi-platform-installer/base/templates/core/values/base/ 2>&1 | grep -iE ""prom|monitor|scrape"" | head -20"
"oicm-grafana-dashboards-base","2026-06-19T07:34:50.793Z","piped","grep -n ""ServiceMonitor\|enableServiceMonitor\|enablePodMonitor\|metricsPort\|metricRelabelings\|relabelings\|honorLabels\|targetLabel\|labelmap\|jobLabel"" /Users/kabrosimov/Work/oi-platform-installer/base/templates/apps/oicm/values/oicm.j2 2>&1 | head -40"
"oicm-grafana-dashboards-base","2026-06-19T07:34:51.725Z","piped","grep -n ""consumer\|mlops-flask-be-metrics\|metrics"" /Users/kabrosimov/Work/oi-platform-installer/base/templates/apps/oicm/values/oicm.j2 2>&1 | head -60"
"oicm-grafana-dashboards-base","2026-06-19T07:34:56.133Z","piped","grep -n ""Monitor\|relabel\|scrape\|prometheus"" /Users/kabrosimov/Work/oi-platform-installer/base/templates/apps/oicm/values/oicm.j2 2>&1 | head -50"
"oicm-grafana-dashboards-base","2026-06-19T07:35:08.463Z","piped","grep -rn ""s-mlops-flask-be-metrics\|s-mlops-consumer\|jobLabel\|targetLabels\|honorLabels"" /Users/kabrosimov/Work/oi-platform-installer/base/templates/ /Users/kabrosimov/Work/oi-platform-installer/base/install/ 2>&1 | head -40"
"oicm-grafana-dashboards-base","2026-06-19T07:35:09.412Z","piped","find /Users/kabrosimov/Work/oi-platform-installer/base -type d -name ""oi-oicm"" -o -name ""charts"" 2>&1 | head -10"
"oicm-grafana-dashboards-base","2026-06-19T07:35:32.978Z","chained","grep -nE ""^[a-zA-Z_]+ "" /Users/kabrosimov/tmp/current_prom_metrics | head -30 && echo ""---"" && grep ""service_name"" /Users/kabrosimov/tmp/current_prom_metrics | head -5"
"oicm-grafana-dashboards-base","2026-06-19T07:35:34.349Z","piped","grep -E ""^http_server_request|^db_client_operation|^process_resident|^target_info"" /Users/kabrosimov/tmp/current_prom_metrics | head -10"
"oicm-grafana-dashboards-base","2026-06-19T07:38:48.130Z","piped","grep -nE 'service_name|""service""' /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/dashboards/*.go /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/factory/*.go 2>&1 | head -80"
"oicm-grafana-dashboards-base","2026-06-19T07:38:49.831Z","piped","grep -nE 'NewQueryVariable|NewCustomVariable.*service|Label\(|service_name' /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/dashboards/log_explorer.go 2>&1 | head -30"
"oicm-grafana-dashboards-base","2026-06-19T07:39:08.710Z","piped","grep -nE '(http_server_request|http_client_request|process_|python_gc|db_client_operation|oiai_|nginx_ingress|target_info).*service_name' /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/dashboards/*.go /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/factory/*.go 2>&1 | head -30"
"oicm-grafana-dashboards-base","2026-06-19T07:39:08.914Z","piped","grep -nE 'job=|job!=|job=~' /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/dashboards/*.go /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/factory/*.go 2>&1 | head -30"
"oicm-grafana-dashboards-base","2026-06-19T07:39:23.690Z","piped","grep -nE 'pod|NewQueryVariable|label_values' /Users/kabrosimov/Work/oicm-grafana-dashboards/base/internal/dashboards/process_per_pod.go 2>&1 | head -40"
"devbox-setup","2026-06-19T08:39:12.684Z","bare","find /Users/kabrosimov/Work/devbox-setup/roles/devbox/files/dot_claude/skills/project-toolchain -type f"
"devbox-setup","2026-06-19T08:41:58.637Z","redirected","grep -rn 'AION_' /Users/kabrosimov/Work/devbox-setup/roles/devbox/files/dot_claude/ 2>/dev/null"
"devbox-setup","2026-06-19T08:42:29.977Z","chained","grep -rn --include='*.md' -E '(\`cd |^cd | && cd | cd \$|cd ""\$)' /Users/kabrosimov/Work/devbox-setup/roles/devbox/files/dot_claude/ 2>/dev/null | grep -v -E '\.git/|node_modules/' | head -60"
"devbox-setup","2026-06-19T08:42:38.767Z","redirected","grep -rn --include='*.md' -E '(\$AION|--cwd|git -C |make -C )' /Users/kabrosimov/Work/devbox-setup/roles/devbox/files/dot_claude/skills/ /Users/kabrosimov/Work/devbox-setup/roles/devbox/files/dot_claude/agents/ /Users/kabrosimov/Work/devbox-setup/roles/devbox/files/dot_claude/commands/ 2>/dev/null | head -40"
"devbox-setup","2026-06-19T10:22:10.778Z","bare","find /Users/kabrosimov/Work/devbox-setup/roles/devbox/files/dot_claude/skills/code-writing-protocols -type f -name '*.md'"
"devbox-setup","2026-06-19T11:26:51.326Z","bare","git log --oneline -20"
"devbox-setup","2026-06-19T11:26:52.221Z","redirected","grep -rn ""kdev\|kstg"" roles/devbox/files/ 2>/dev/null | head -50"
"devbox-setup","2026-06-19T11:26:53.187Z","redirected","grep -rn ""kaws\|aws.*sso\|sso.*login"" roles/devbox/files/ 2>/dev/null | head -50"
"devbox-setup","2026-06-19T11:27:00.032Z","piped","ls roles/devbox/files/.config/fish/functions/ | head -40"
"devbox-setup","2026-06-19T11:27:04.463Z","redirected","grep -rn ""kstg\|kdev\|kprd"" roles/devbox/ 2>/dev/null | head -30"
"devbox-setup","2026-06-19T11:27:11.805Z","redirected","ls roles/devbox/local/.config/fish/functions/ 2>/dev/null; echo ---; ls ~/.config/fish/functions/ 2>/dev/null | grep -E ""k(dev|stg|aws|prd)"""
"devbox-setup","2026-06-19T11:27:16.945Z","chained","test -f ~/.config/kaws/clusters.yaml && echo EXISTS || echo MISSING; echo ---; cat ~/.config/kaws/clusters.yaml 2>/dev/null | head -40"
"devbox-setup","2026-06-19T11:27:17.966Z","piped","diff ~/.config/fish/functions/kaws.fish roles/devbox/files/.config/fish/functions/kaws.fish 2>&1 | head -40"
"devbox-setup","2026-06-19T11:27:19.284Z","redirected","git log --all --oneline -- roles/devbox/files/.config/fish/functions/kaws.fish roles/devbox/files/.config/fish/functions/k.fish roles/devbox/local/.config/fish/functions/kdev.fish roles/devbox/local/.config/fish/functions/kstg.fish 2>/dev/null"
"devbox-setup","2026-06-19T11:27:22.973Z","redirected","git show 71aad7b --stat 2>/dev/null | head -30"
"devbox-setup","2026-06-19T11:27:25.565Z","redirected","git log --oneline --all -- roles/devbox/files/.config/fish/conf.d/ roles/devbox/files/dot_claude/skills/workflow/SKILL.md roles/devbox/files/dot_claude/USER_AUTHORITY_PROTOCOL.md 2>/dev/null | head -10; echo ---; git diff HEAD -- roles/devbox/files/.config/fish/ | head -60"
"devbox-setup","2026-06-19T11:27:26.490Z","redirected","ls roles/devbox/files/.config/fish/conf.d/ 2>/dev/null; echo ---; ls ~/.config/fish/conf.d/ 2>/dev/null"
"devbox-setup","2026-06-19T11:27:30.565Z","bare","git show 9d40eb7 --stat"
"devbox-setup","2026-06-19T11:27:33.633Z","bare","git show 9d40eb7 -- roles/devbox/tasks/apply_configs.yml"
"devbox-setup","2026-06-19T11:27:35.679Z","chained","ls ~/Work/configurations/ 2>/dev/null | head; echo ---; test -f ~/Work/configurations/dev_cluster.yaml && echo dev_cluster.yaml: EXISTS || echo dev_cluster.yaml: MISSING; test -f ~/Work/configurations/staging_cluster.yaml && echo staging_cluster.yaml: EXISTS || echo staging_cluster.yaml: MISSING"
"devbox-setup","2026-06-19T11:27:39.897Z","redirected","grep -n ""exec\|env\|args"" ~/Work/configurations/dev_cluster.yaml 2>/dev/null | head -30"
"devbox-setup","2026-06-19T11:27:41.225Z","chained","test -d ~/.aws/sso/cache && ls ~/.aws/sso/cache 2>/dev/null | head; echo ---; cat ~/.aws/config 2>/dev/null | head -40"
"devbox-setup","2026-06-19T11:28:10.394Z","redirected","grep -n ""alias\|abbr"" roles/devbox/files/.config/fish/conf.d/aliases.fish 2>/dev/null | grep -iE ""aws|sso|kaws|refresh|kdev|kstg"" | head -20"
"devbox-setup","2026-06-19T11:28:11.068Z","redirected","ls roles/devbox/local/.config/ 2>/dev/null; echo ---; ls roles/devbox/local/.config/kaws/ 2>/dev/null"
"devbox-setup","2026-06-19T11:28:18.260Z","redirected","git diff HEAD --stat -- roles/devbox/files/dot_claude/skills/workflow/ Makefile ansible.cfg .claude/settings.json .gitignore pyproject.toml roles/devbox/tasks/main.yml 2>/dev/null"
"devbox-setup","2026-06-19T12:21:06.997Z","redirected","ls roles/devbox/files/.config/fish/completions/ 2>/dev/null; echo ---; cat roles/devbox/files/.config/fish/completions/*.fish 2>/dev/null | head -80"
"devbox-setup","2026-06-19T12:21:07.852Z","piped","grep -n ""completions"" roles/devbox/tasks/install_configs.yml | head -10"
"devbox-setup","2026-06-19T12:21:54.960Z","chained","test -f .claude/workflow.json && cat .claude/workflow.json || echo ""no workflow.json"""
"devbox-setup","2026-06-19T12:22:56.151Z","chained","for f in roles/devbox/files/.config/fish/functions/kaws.fish roles/devbox/files/.config/fish/functions/awsl.fish roles/devbox/files/.config/fish/completions/kaws.fish roles/devbox/files/.config/fish/completions/awsl.fish; do echo ""== $f ==""; fish -n ""$f"" && echo OK; done"
"devbox-setup","2026-06-19T13:52:14.879Z","chained","fish -n roles/devbox/files/.config/fish/functions/kaws.fish && echo OK"
"devbox-setup","2026-06-19T13:52:15.185Z","bare","git status --short"
"devbox-setup","2026-06-19T13:52:27.274Z","piped","git diff --cached roles/devbox/files/.config/fish/functions/kaws.fish | head -40"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:33:39.166Z","redirected","git log --oneline release-1.14.0..HEAD 2>/dev/null | head -50"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:33:43.201Z","chained","git branch -a | grep -E ""(release|main)"" | head -20 && echo ""---"" && git log --oneline -10"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:33:46.954Z","bare","git diff --stat HEAD"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:33:50.542Z","bare","git diff HEAD -- app/application/ClientLayer.py app/application/ServiceLayer.py app/config/configuration.py"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:33:57.039Z","bare","git diff HEAD -- app/modules/vault/VaultService.py"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:34:01.141Z","bare","git diff HEAD -- app/modules/blueprints/services/BlueprintCrudService.py app/modules/configuration/FeatureFlag.py app/modules/configuration/FeatureFlagService.py"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:34:06.926Z","bare","git diff HEAD -- tests/app/modules/blueprints/services/test_BlueprintCrudService.py tests/app/modules/conftest.py"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:34:14.628Z","bare","git diff HEAD -- tests/app/modules/vault/test_vault_service.py tests/app/config/test_application_config.py tests/common/framework/initializer/test_celery_startup_invariant.py tests/common/framework/initializer/test_factory_startup_invariant.py"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:34:32.632Z","redirected","grep -rn ""assert_can_start\|VaultConfigurationCheckService\|is_vault_encryption_enabled\|vault_encryption_enabled\|VAULT_ENCRYPTION"" --include=""*.py"" -l 2>/dev/null | head -30"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:34:37.272Z","redirected","grep -n ""is_vault_encryption_enabled\|vault_encryption_enabled\|VAULT_ENCRYPTION\|assert_can_start\|VaultConfigurationCheckService"" app/shared/initializer/StartupService.py app/shared/initializer/VaultConfigurationCheckService.py tasks.py tests/common/framework/initializer/test_vault_configuration_check_service.py 2>/dev/null"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:34:56.783Z","redirected","grep -rn ""encrypted_value\|vault_service.decrypt\|__vault_service.decrypt"" --include=""*.py"" app/ 2>/dev/null | head -40"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:35:13.242Z","piped","grep -n ""class Vault\b\|class Vault(\|address\|auth_role\|jwt_path\|transit_mount\|kv_mount"" app/config/configuration.py | head -30"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:35:34.577Z","redirected","grep -rn ""a_local_config\|def a_local_config"" tests/ --include=""*.py"" 2>/dev/null | head -5"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:35:37.883Z","redirected","grep -rn ""def a_local_config\|a_local_config =\|vault\b"" tests/app/config/ --include=""*.py"" 2>/dev/null | head -20"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:35:56.400Z","redirected","grep -n ""vault"" config/config.yml 2>/dev/null | head -10"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:36:02.133Z","redirected","grep -rn ""vault_encryption\|VAULT_ENCRYPTION\|is_encryption_enabled"" --include=""*.py"" 2>/dev/null | grep -v "".venv"""
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:36:06.331Z","redirected","grep -rn ""vault_encryption\|FF=on\|FF=off\|FF="" --include=""*.py"" 2>/dev/null | grep -v "".venv"" | head -30"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:36:34.744Z","redirected","grep -rn ""vault_client.*None\|vault_client=None\|VaultClient | None\|VaultClient \| None"" --include=""*.py"" 2>/dev/null | grep -v "".venv"" | head -20"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:36:39.422Z","redirected","grep -rn ""infra_settings\|mlops__vault-encryption\|vault-encryption"" --include=""*.py"" --include=""*.yml"" --include=""*.yaml"" --include=""*.json"" 2>/dev/null | grep -v "".venv\|node_modules"" | head -10"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:36:51.752Z","redirected","grep -rn ""vault-encryption\|vault_encryption"" config/ 2>/dev/null | head -10"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:36:55.277Z","redirected","find . -name ""feature_flags*.json"" -o -name ""flagd*.json"" 2>/dev/null | grep -v "".venv\|node_modules"" | head -5"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:37:35.353Z","chained","git status --short docs/config/feature_flags.json && head -1 docs/config/feature_flags.json 2>/dev/null && grep -B1 -A3 ""vault-encryption"" docs/config/feature_flags.json | head -10"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:37:41.579Z","redirected","grep -n ""StartupService\|VaultConfigurationCheckService\|on_start\|vault_service"" application.py tasks.py 2>/dev/null"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:37:54.109Z","redirected","grep -rn ""is_encryption_enabled\|feature_flag_service\.is_vault\|VaultNotConfigured\|_VAULT_NOT_CONFIGURED_MSG"" --include=""*.py"" 2>/dev/null | grep -v "".venv"""
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:38:02.467Z","redirected","grep -rn ""VaultService("" --include=""*.py"" 2>/dev/null | grep -v "".venv"" | head -10"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:44:57.437Z","env-prefix","ENV_NAME=local uv run pytest tests/app/modules/vault/ tests/app/modules/blueprints/ tests/app/config/test_application_config.py tests/common/framework/initializer/ -x --tb=short 2>&1 | tail -80"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:48:24.138Z","redirected","grep -n ""vault\|VAULT"" config/dev.env 2>/dev/null"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:48:55.367Z","redirected","find . -name ""*.env"" -not -path ""*/.venv/*"" -not -path ""*/node_modules/*"" 2>/dev/null | head -20"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:48:59.877Z","chained","grep -l ""VAULT\|vault"" config/ci_tests.env config/local_cluster.env docker/mlops/all/.env docker/mlops/all/local_cluster.env 2>/dev/null && grep -n ""VAULT"" config/ci_tests.env config/local_cluster.env 2>/dev/null"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:49:03.969Z","redirected","cat config/ci_tests.env 2>/dev/null | head -10"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:50:04.443Z","env-prefix","ENV_NAME=local uv run pytest tests/app/modules/vault/ tests/app/modules/blueprints/ tests/app/config/test_application_config.py tests/common/framework/initializer/ --tb=short 2>&1 | tail -60"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:51:47.047Z","env-prefix","ENV_NAME=local uv run pytest tests/ --tb=short -q 2>&1 | tail -40"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:52:54.882Z","env-prefix","ENV_NAME=local uv run pytest tests/app/shared/clients/kubernetes/v2/test_KubernetesClientFactory.py::TestKubernetesClientFactory::test_get_karmada_client_from_file --tb=long 2>&1 | tail -40"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:53:58.579Z","redirected","grep -l ""vault\|Vault\|VAULT"" tests/app/shared/clients/kubernetes/v2/test_KubernetesClientFactory.py 2>/dev/null; echo ""---""; env | grep -i ""proxy\|socks"" | head -5"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:54:06.303Z","piped","env -u HTTP_PROXY -u HTTPS_PROXY -u http_proxy -u https_proxy ENV_NAME=local uv run pytest tests/app/shared/clients/kubernetes/v2/test_KubernetesClientFactory.py -q --tb=line 2>&1 | tail -15"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:57:51.604Z","piped","git diff HEAD | grep -E ""^\+"" | grep -E ""#|\""\""\"""" | grep -v ""^+++"" | head -80"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:57:58.237Z","piped","git diff HEAD -- app/modules/blueprints/services/BlueprintCrudService.py | head -40"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:58:25.669Z","piped","git diff HEAD -- app/modules/vault/VaultService.py | grep -B1 -A8 ""^+.*#"" | head -50"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T09:58:33.126Z","piped","git diff HEAD -- tests/common/framework/initializer/test_celery_startup_invariant.py | head -20"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:00:17.907Z","piped","git diff HEAD -- app/modules/vault/VaultService.py | head -100"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:00:27.082Z","env-prefix","ENV_NAME=local uv run pytest tests/app/modules/vault/ tests/app/modules/blueprints/ tests/app/config/test_application_config.py tests/common/framework/initializer/ -q --tb=line 2>&1 | tail -10"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:02:01.008Z","piped","git diff HEAD | grep -E ""^\+"" | grep -E ""#|\""\""\"""" | grep -v ""^+++"""
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:04:10.752Z","env-prefix","ENV_NAME=local uv run pytest tests/app/modules/vault/ tests/app/modules/blueprints/ tests/app/config/test_application_config.py tests/common/framework/initializer/ -q --tb=line 2>&1 | tail -3"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:04:18.960Z","piped","git diff HEAD | grep -E ""^\+"" | grep -E ""#|\""\""\"""" | grep -v ""^+++"""
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:06:16.970Z","env-prefix","ENV_NAME=local uv run pytest tests/app/modules/vault/ tests/app/modules/blueprints/ tests/app/config/test_application_config.py tests/common/framework/initializer/ -q --tb=line 2>&1 | tail -3"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:06:23.757Z","piped","git diff HEAD | grep -E ""^\+"" | grep -E ""#|\""\""\"""" | grep -v ""^+++"""
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:27:07.932Z","redirected","cat hooks-custom/update_infra_settings.sh 2>/dev/null; echo ""---""; grep -n ""update-infra-settings\|infra_settings\|update_infra_settings"" .pre-commit-config.yaml 2>/dev/null"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:27:10.997Z","piped","grep -n ""output\|write\|with open\|Path\|filename"" hooks-custom/update_infra_settings.py | head -20"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:27:39.665Z","piped","grep -n ""def main\|infra_env\|infra_secrets\|docs\|config_file\|secrets_file\|.md\|.env\|.json"" hooks-custom/update_infra_settings.py | tail -30"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:27:45.764Z","piped","bash hooks-custom/update_infra_settings.sh 2>&1 | tail -10"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:27:50.122Z","cd-prefix","cd ""/Users/kabrosimov/Work/mlops-be/OICM-7855_blueprints_encryption_is_enabled_by_default_from_now"" && PYTHONPATH=""$(pwd)"" uv run python hooks-custom/update_infra_settings.py 2>&1 | tail -20 && PYTHONPATH=""$(pwd)"" uv run python hooks-custom/update_available_feature_flags.py 2>&1 | tail -5"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:28:20.028Z","piped","git status --short docs/ 2>&1 | head -20"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:28:22.944Z","bare","git diff docs/config/infra.env.config docs/config/settings.md"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:28:35.463Z","piped","git status --short 2>&1 | grep -v ""??"" | head -20"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:28:44.848Z","piped","git status --short 2>&1 | head -30"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:28:53.635Z","bare","git log --oneline -5"
"mlops-be-OICM-7855-blueprints-encryption-is-enabled-by-default-from-now","2026-06-19T10:30:48.493Z","redirected","grep -B1 -A4 ""VAULT"" docs/config/settings.md docs/config/infra.env.secrets 2>/dev/null | head -50"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:21:33.058Z","chained","ls ~/Work/mlops-be/ && git -C ~/Work/mlops-be/OICM-7329_migration_for_masking_encrypted_blueprints status && git -C ~/Work/mlops-be/OICM-7329_migration_for_masking_encrypted_blueprints log --oneline -15"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:21:33.196Z","chained","git -C ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints status && echo ""---"" && git -C ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints log --oneline -20"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:21:42.716Z","bare","git -C ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints diff b77c57a1f HEAD --stat"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:21:49.729Z","bare","git -C ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints show 20f171be3 --stat"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:21:51.159Z","chained","ls ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints/migrations/ 2>/dev/null && echo ""---"" && find ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints -name ""V058*"" -o -name ""V05[0-9]*"" -o -name ""V06[0-9]*"" 2>/dev/null | head -30"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:21:56.240Z","redirected","find ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints -path ""*mlops-migrations*"" -name ""V*.py"" 2>/dev/null | sort | tail -20"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:21:57.742Z","redirected","find ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints -name ""blueprint_secret*"" -type f 2>/dev/null | head -20"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:21:58.791Z","redirected","grep -rn ""masking\|masked\|mask_secret"" ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints/app/modules/blueprint*/ 2>/dev/null | head -30"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:22:11.980Z","bare","grep -n ""SECRET_FIELD_BY_TYPE"" ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints/app/repositories/blueprints/BlueprintBase.py"
"mlops-be-OICM-7329-migration-for-masking-encrypted-blueprints","2026-06-18T12:22:13.515Z","redirected","grep -rn ""def decrypt\|def encrypt\|def is_ciphertext\|def is_encryption_enabled"" ~/Work/mlops-be/OICM-7329_migration_for_encrypting_existing_blueprints/app/modules/vault/ 2>/dev/null | head -20"
